"Site","Date.Set","Time.Set","Date.Collected","Time.Collected","Survey","Frass.mass..mg.","Frass.number","Notes"
"Botanical Garden","6/22/2017",09:49:00,"6/26/2017",08:39:00,"7C",9.6,25,NA
"Botanical Garden","6/26/2017",08:24:00,"6/29/2017",10:34:00,"8D",5.7,13,NA
"Botanical Garden","6/26/2017",08:21:00,"6/29/2017",10:31:00,"8C",17,12,"mass mostly one large piece of frass"
"Botanical Garden","6/26/2017",09:16:00,"6/29/2017",09:42:00,"5D",13.3,27,NA
"Botanical Garden","6/26/2017",09:14:00,"6/29/2017",09:38:00,"5A",26.6,28,NA
"Botanical Garden","6/26/2017",08:58:00,"6/29/2017",09:55:00,"6D",11.6,28,NA
"Botanical Garden","6/26/2017",08:56:00,"6/29/2017",10:00:00,"6C",26.2,37,NA
"Botanical Garden","6/26/2017",09:32:00,"6/29/2017",09:25:00,"4E",4.1,15,NA
"Botanical Garden","6/26/2017",09:34:00,"6/29/2017",09:28:00,"4D",2.3,11,NA
"Botanical Garden","6/26/2017",08:40:00,"6/29/2017",10:17:00,"7C",13.1,43,NA
"Botanical Garden","6/26/2017",08:38:00,"6/29/2017",10:10:00,"7B",6.9,23,NA
"Botanical Garden","6/26/2017",09:50:00,"6/29/2017",09:07:00,"3E",18.9,49,NA
"Botanical Garden","6/26/2017",09:48:00,"6/29/2017",09:04:00,"3A",21.7,60,NA
"Botanical Garden","6/26/2017",10:03:00,"6/29/2017",08:52:00,"2C",10.8,36,NA
"Botanical Garden","6/26/2017",10:01:00,"6/29/2017",08:46:00,"2B",15.2,13,NA
"Botanical Garden","6/26/2017",10:23:00,"6/29/2017",08:30:00,"1B",12.8,26,NA
"Botanical Garden","6/26/2017",10:20:00,"6/29/2017",08:24:00,"1C",12.6,30,NA
"Botanical Garden","6/29/2017",09:05:00,"7/6/2017",09:52:00,"3A",42.1,42,"Filter paper wet, put under lamps for 3 hours; brownish powder present, probably exploded frass, but not counted or measured"
"Botanical Garden","6/29/2017",08:26:00,"7/6/2017",10:19:00,"1C",29.7,43,"Filter paper wet, put under lamps for 3 hours; brownish powder present, probably exploded frass, but not counted or measured"
"Botanical Garden","6/29/2017",10:33:00,"7/6/2017",08:33:00,"8C",27.3,36,"Filter paper wet, put under lamps for 3 hours; brownish powder present, probably exploded frass, but not counted or measured"
"Botanical Garden","6/29/2017",08:32:00,"7/6/2017",10:23:00,"1B",20,40,"Filter paper wet, put under lamps for 3 hours; brownish powder present, probably exploded frass, but not counted or measured"
"Botanical Garden","6/29/2017",09:29:00,"7/6/2017",09:40:00,"4D",9.8,16,"Filter paper wet, put under lamps for 3 hours; brownish powder present, probably exploded frass, but not counted or measured"
"Botanical Garden","6/29/2017",10:18:00,"7/6/2017",08:48:00,"7C",42.2,46,"Filter paper wet, put under lamps for 3 hours; brownish powder present, probably exploded frass, but not counted or measured"
"Botanical Garden","6/29/2017",10:36:00,"7/6/2017",08:37:00,"8D",38.6,30,"Filter paper wet, put under lamps for 3 hours; brownish powder present, probably exploded frass, but not counted or measured"
"Botanical Garden","6/29/2017",08:48:00,"7/6/2017",10:08:00,"2B",28.5,21,"Filter paper wet, put under lamps for 3 hours; brownish powder present, probably exploded frass, but not counted or measured"
"Botanical Garden","6/29/2017",08:53:00,"7/6/2017",10:06:00,"2C",19.6,47,"Filter paper wet, put under lamps for 3 hours; brownish powder present, probably exploded frass, but not counted or measured"
"Botanical Garden","6/29/2017",09:39:00,"7/6/2017",09:18:00,"5A",17.6,25,"Filter paper wet, put under lamps for 3 hours; brownish powder present, probably exploded frass, but not counted or measured"
"Botanical Garden","6/29/2017",10:11:00,"7/6/2017",08:52:00,"7B",1.4,6,"Filter paper wet, put under lamps for 3 hours; brownish powder present, probably exploded frass, but not counted or measured; large hole in center of paper"
"Botanical Garden","6/29/2017",09:26:00,"7/6/2017",09:37:00,"4E",5.7,15,"Filter paper wet, put under lamps for 3 hours; brownish powder present, probably exploded frass, but not counted or measured"
"Botanical Garden","6/29/2017",10:01:00,"7/6/2017",09:08:00,"6C",55.8,73,"Filter paper wet, put under lamps for 3 hours; brownish powder present, probably exploded frass, but not counted or measured"
"Botanical Garden","6/29/2017",09:43:00,"7/6/2017",09:23:00,"5D",47.2,25,"Filter paper wet, put under lamps for 3 hours; brownish powder present, probably exploded frass, but not counted or measured"
"Botanical Garden","6/29/2017",09:57:00,"7/6/2017",09:05:00,"6D",30.6,46,"Filter paper wet, put under lamps for 3 hours; brownish powder present, probably exploded frass, but not counted or measured"
"Botanical Garden","6/29/2017",09:08:00,"7/6/2017",09:55:00,"3E",35.5,40,"Filter paper wet, put under lamps for 3 hours; brownish powder present, probably exploded frass, but not counted or measured"
"Botanical Garden","7/6/2017",10:21:00,"7/10/2017",08:27:00,"1C",66.6,43,"one large piece of frass had mass 39.5 mg"
"Botanical Garden","7/6/2017",10:24:00,"7/10/2017",08:30:00,"1B",41.8,41,NA
"Botanical Garden","7/6/2017",10:09:00,"7/10/2017",08:38:00,"2B",13.9,18,NA
"Botanical Garden","7/6/2017",10:07:00,"7/10/2017",08:38:00,"2C",43.2,44,NA
"Botanical Garden","7/6/2017",09:53:00,"7/10/2017",08:49:00,"3A",51.1,41,"contains powder likely to be destroyed frass, but not counted"
"Botanical Garden","7/6/2017",09:38:00,"7/10/2017",09:06:00,"4E",10.3,16,NA
"Botanical Garden","7/6/2017",08:39:00,"7/10/2017",09:59:00,"8D",63.7,42,"one large piece has mass 31.2 mg"
"Botanical Garden","7/6/2017",09:24:00,"7/10/2017",09:21:00,"5D",62.4,34,NA
"Botanical Garden","7/6/2017",08:50:00,"7/10/2017",09:47:00,"7C",12.9,20,NA
"Botanical Garden","7/6/2017",08:36:00,"7/10/2017",09:58:00,"8C",22,27,NA
"Botanical Garden","7/6/2017",09:09:00,"7/10/2017",09:33:00,"6C",21.3,29,NA
"Botanical Garden","7/6/2017",09:07:00,"7/10/2017",09:36:00,"6D",34.1,26,NA
"Botanical Garden","7/6/2017",08:54:00,"7/10/2017",09:49:00,"7B",18.4,29,NA
"Botanical Garden","7/6/2017",09:41:00,"7/10/2017",09:08:00,"4D",31,27,NA
"Botanical Garden","7/6/2017",09:19:00,"7/10/2017",09:19:00,"5A",44.8,28,NA
"Botanical Garden","7/10/2017",09:07:00,"7/13/2017",09:11:00,"4E",4.6,7,NA
"Botanical Garden","7/10/2017",09:59:00,"7/13/2017",08:24:00,"8C",15.3,23,NA
"Botanical Garden","7/10/2017",08:39:00,"7/13/2017",09:31:00,"2B",7.7,11,NA
"Botanical Garden","7/10/2017",09:20:00,"7/13/2017",08:56:00,"5A",38,33,NA
"Botanical Garden","7/10/2017",08:50:00,"7/13/2017",09:20:00,"3A",72.4,52,NA
"Botanical Garden","7/10/2017",09:34:00,"7/13/2017",08:46:00,"6C",93.2,32,NA
"Botanical Garden","7/10/2017",08:41:00,"7/13/2017",09:33:00,"2C",37,36,NA
"Botanical Garden","7/10/2017",09:50:00,"7/13/2017",08:36:00,"7B",9.8,23,NA
"Botanical Garden","7/10/2017",09:48:00,"7/13/2017",08:34:00,"7C",14.5,31,NA
"Botanical Garden","7/10/2017",10:00:00,"7/13/2017",08:26:00,"8D",18.4,17,NA
"Botanical Garden","7/10/2017",08:52:00,"7/13/2017",09:22:00,"3E",34.3,30,NA
"Botanical Garden","7/10/2017",08:31:00,"7/13/2017",09:45:00,"1B",16.5,28,NA
"Botanical Garden","7/10/2017",08:29:00,"7/13/2017",09:43:00,"1C",31.9,51,NA
"Botanical Garden","7/10/2017",09:09:00,"7/13/2017",09:09:00,"4D",17.4,25,NA
"Botanical Garden","7/10/2017",09:22:00,"7/13/2017",08:58:00,"5D",58.4,47,NA
"Botanical Garden","7/10/2017",09:37:00,"7/13/2017",08:48:00,"6D",27.8,32,NA
"Botanical Garden","7/13/2017",09:44:00,"7/17/2017",08:05:00,"1C",38.3,47,"Filter paper damp, put under lamps for 5 hours"
"Botanical Garden","7/13/2017",08:27:00,"7/17/2017",10:11:00,"8D",20.1,16,"Filter paper damp, put under lamps for 5 hours"
"Botanical Garden","7/13/2017",09:32:00,"7/17/2017",08:20:00,"2B",5.2,10,"Filter paper damp, put under lamps for 5 hours"
"Botanical Garden","7/13/2017",09:46:00,"7/17/2017",08:08:00,"1B",12.2,24,"Filter paper damp, put under lamps for 5 hours"
"Botanical Garden","7/13/2017",09:34:00,"7/17/2017",08:22:00,"2C",8.3,18,"Filter paper damp, put under lamps for 5 hours"
"Botanical Garden","7/13/2017",09:21:00,"7/17/2017",08:41:00,"3A",3.2,6,"Filter paper damp, put under lamps for 5 hours; large amount of green powder in filter paper, likely to be destroyed frass"
"Botanical Garden","7/13/2017",09:23:00,"7/17/2017",08:44:00,"3E",12.8,14,"Filter paper damp, put under lamps for 5 hours; large amount of green powder in filter paper, likely to be destroyed frass"
"Botanical Garden","7/13/2017",09:10:00,"7/17/2017",09:04:00,"4D",8.9,15,"Filter paper damp, put under lamps for 5 hours"
"Botanical Garden","7/13/2017",08:47:00,"7/17/2017",09:37:00,"6C",18.6,13,"Filter paper damp, put under lamps for 5 hours"
"Botanical Garden","7/13/2017",08:49:00,"7/17/2017",09:40:00,"6D",10.7,18,"Filter paper damp, put under lamps for 5 hours"
"Botanical Garden","7/13/2017",09:12:00,"7/17/2017",09:01:00,"4E",19.1,15,"Filter paper damp, put under lamps for 5 hours"
"Botanical Garden","7/13/2017",08:25:00,"7/17/2017",10:09:00,"8C",17.9,21,"Filter paper damp, put under lamps for 5 hours"
"Botanical Garden","7/13/2017",08:57:00,"7/17/2017",09:19:00,"5A",11.3,10,"Filter paper damp, put under lamps for 5 hours; large amount of green powder in filter paper, likely to be destroyed frass"
"Botanical Garden","7/13/2017",08:35:00,"7/17/2017",09:53:00,"7C",4.2,3,"Filter paper damp, put under lamps for 5 hours; large amount of green powder in filter paper, likely to be destroyed frass"
"Botanical Garden","7/13/2017",08:59:00,"7/17/2017",09:22:00,"5D",16.4,14,"Filter paper damp, put under lamps for 5 hours"
"Botanical Garden","7/13/2017",08:37:00,"7/17/2017",09:56:00,"7B",14.9,13,"Filter paper damp, put under lamps for 5 hours"
"Botanical Garden","7/18/2017",18:00:00,"7/20/2017",08:21:00,"8D",11.7,22,"originally set out 7/17 @ 10:12 but time changed to after thunderstorm"
"Botanical Garden","7/18/2017",18:00:00,"7/20/2017",09:30:00,"2C",9.2,11,"originally set out 7/17 @ 8:24 but time changed to after thunderstorm; edges torn"
"Botanical Garden","7/18/2017",18:00:00,"7/20/2017",08:28:00,"7E",5.2,2,"originally set out 7/17 @ 9:54 but time changed to after thunderstorm"
"Botanical Garden","7/18/2017",18:00:00,"7/20/2017",09:28:00,"2B",1,2,"originally set out 7/17 @ 8:21 but time changed to after thunderstorm; edges torn"
"Botanical Garden","7/18/2017",18:00:00,"7/20/2017",09:41:00,"1B",12.2,22,"originally set out 7/17 @ 8:09 but time changed to after thunderstorm"
"Botanical Garden","7/18/2017",18:00:00,"7/20/2017",08:41:00,"6D",6,14,"originally set out 7/17 @ 9:41 but time changed to after thunderstorm"
"Botanical Garden","7/18/2017",18:00:00,"7/20/2017",09:03:00,"4D",5.6,13,"originally set out 7/17 @ 9:05 but time changed to after thunderstorm"
"Botanical Garden","7/18/2017",18:00:00,"7/20/2017",08:51:00,"5D",8.5,5,"originally set out 7/17 @ 9:23 but time changed to after thunderstorm"
"Botanical Garden","7/18/2017",18:00:00,"7/20/2017",09:11:00,"3A",11.3,12,"originally set out 7/17 @ 8:42 but time changed to after thunderstorm"
"Botanical Garden","7/20/2017",09:41:00,"7/23/2017",09:33:00,"1C",18.8,28,NA
"Botanical Garden","7/20/2017",09:42:00,"7/23/2017",09:35:00,"1B",28,29,NA
"Botanical Garden","7/20/2017",08:20:00,"7/23/2017",08:51:00,"8C",9.6,21,NA
"Botanical Garden","7/20/2017",08:22:00,"7/23/2017",08:53:00,"8D",39.3,31,NA
"Botanical Garden","7/20/2017",08:40:00,"7/23/2017",09:01:00,"6C",20.5,15,NA
"Botanical Garden","7/20/2017",08:42:00,"7/23/2017",09:03:00,"6D",9.9,15,NA
"Botanical Garden","7/20/2017",08:29:00,"7/23/2017",08:57:00,"7E",18.3,14,NA
"Botanical Garden","7/20/2017",08:30:00,"7/23/2017",08:58:00,"7B",8.1,20,NA
"Botanical Garden","7/20/2017",08:50:00,"7/23/2017",09:11:00,"5A",16.5,22,NA
"Botanical Garden","7/20/2017",09:04:00,"7/23/2017",09:18:00,"4D",3.7,13,NA
"Botanical Garden","7/20/2017",08:52:00,"7/23/2017",09:12:00,"5D",20,28,NA
"Botanical Garden","7/20/2017",09:12:00,"7/23/2017",09:23:00,"3A",12,29,NA
"Botanical Garden","7/20/2017",09:02:00,"7/23/2017",09:19:00,"4E",1.7,4,NA
"Botanical Garden","7/20/2017",09:15:00,"7/23/2017",09:24:00,"3E",14.1,19,NA
"Botanical Garden","7/20/2017",09:31:00,"7/23/2017",09:29:00,"2C",11.7,21,NA
"Botanical Garden","7/20/2017",09:29:00,"7/23/2017",09:28:00,"2B",9,13,NA
"Prairie Ridge","5/21/2018",09:10:00,"5/24/2018",10:05:00,"11DAD",NA,NA,"folded over, unusable"
"Prairie Ridge","5/21/2018",NA,"5/24/2018",09:00:00,"10DAX",1.8,28,"Estimate set time baseon on set time at nearby sites?"
"Prairie Ridge","5/21/2018",09:05:00,"5/24/2018",10:13:00,"11DBF",8.5,8,NA
"Prairie Ridge","5/21/2018",09:20:00,"5/24/2018",10:00:00,"11DBK",1.3,5,NA
"Prairie Ridge","5/21/2018",09:54:00,"5/24/2018",09:13:00,"9DAV",5.5,19,NA
"Prairie Ridge","5/21/2018",09:07:00,"5/24/2018",10:20:00,"11DBB",1.3,11,"edge slightly folded"
"Prairie Ridge","5/21/2018",08:58:00,"5/24/2018",10:28:00,"7DAL",3.5,5,"edges folded over funnel"
"Prairie Ridge","5/21/2018",09:52:00,"5/24/2018",09:19:00,"1CZE",4.7,25,"Tilted"
"Prairie Ridge","5/21/2018",09:43:00,"5/24/2018",09:24:00,"3CZI",1.1,11,NA
"Prairie Ridge","5/21/2018",09:38:00,"5/24/2018",09:32:00,"3CZP",3.7,5,NA
"Prairie Ridge","5/21/2018",09:23:00,"5/24/2018",09:50:00,"5DAA",1.3,6,NA
"Prairie Ridge","5/21/2018",09:28:00,"5/24/18",09:43:00,"4CZS",5.5,27,NA
"Botanical Garden","5/22/2018",NA,"5/25/2018",NA,"1DBP",NA,NA,"destroyed*need code"
"Botanical Garden","5/22/2018",08:49:00,"5/25/2018",09:39:00,"7DCQ",1.2,6,NA
"Botanical Garden","5/22/2018",09:35:00,"5/25/2018",08:47:00,"2DBS",0.6,11,NA
"Botanical Garden","5/22/2018",08:55:00,"5/25/2018",09:28:00,"6DCM",12.1,39,NA
"Botanical Garden","5/22/2018",09:33:00,"5/25/2018",08:48:00,"2DBR",3.5,21,NA
"Botanical Garden","5/22/2018",08:40:00,"5/25/2018",09:46:00,"8DCW",5.6,12,NA
"Botanical Garden","5/22/2018",09:26:00,"5/25/2018",08:57:00,"3DBV",2.3,6,NA
"Botanical Garden","5/22/2018",09:17:00,"5/25/2018",09:27:00,"4DCD",7.1,18,NA
"Botanical Garden","5/22/2018",08:43:00,"5/25/2018",09:49:00,"8DCV",16,33,NA
"Botanical Garden","5/22/2018",17:35:00,"5/25/2018",08:40:00,"1DBN",1.9,25,NA
"Botanical Garden","5/22/2018",08:57:00,"5/25/2018",09:31:00,"6DCN",2.1,15,NA
"Botanical Garden","5/22/2018",09:07:00,"5/25/2018",09:17:00,"5DCL",1.7,12,NA
"Botanical Garden","5/22/2018",08:46:00,"5/25/2018",09:37:00,"7DCT",1.1,6,NA
"Botanical Garden","5/22/2018",09:23:00,"5/25/2018",08:57:00,"3DBY",0.7,5,NA
"Botanical Garden","5/22/2018",09:14:00,"5/25/2018",09:08:00,"4DCE",1.9,5,NA
"Botanical Garden","5/22/2018",09:05:00,"5/25/2018",09:16:00,"5DCF",2.7,20,NA
"Botanical Garden","5/25/2018",08:48:00,"5/29/2018",09:46:00,"2DBS",3.2,11,NA
"Botanical Garden","5/25/2018",09:19:00,"5/29/2018",09:24:00,"5DCL",0.1,15,NA
"Botanical Garden","5/25/2018",08:42:00,"5/29/2018",09:58:00,"1DBP",3.6,9,NA
"Botanical Garden","5/25/2018",09:10:00,"5/29/2018",09:32:00,"4DCE",0.7,8,NA
"Botanical Garden","5/25/2018",09:32:00,"5/29/2018",09:11:00,"6DCN",2.6,12,NA
"Botanical Garden","5/25/2018",09:40:00,"5/29/2018",09:02:00,"7DCQ",1.5,13,NA
"Botanical Garden","5/25/2018",08:49:00,"5/29/2018",09:47:00,"2DBR",0.2,5,NA
"Botanical Garden","5/25/2018",09:19:00,"5/29/2018",09:19:00,"5DCF",2.1,7,"Filter was folded over the lip of  the funnel"
"Botanical Garden","5/25/2018",09:29:00,"5/29/2018",09:31:00,"4DCD",2.7,10,NA
"Botanical Garden","5/25/2018",08:59:00,"5/29/2018",09:30:00,"3DBY",NA,NA,"Destroyed; bottom blown out"
"Botanical Garden","5/25/2018",08:47:00,"5/29/2018",08:52:00,"8DCW",6.5,8,NA
"Botanical Garden","5/25/2018",08:59:00,"5/29/2018",09:40:00,"3DBV",12.7,26,NA
"Botanical Garden","5/25/2018",09:51:00,"5/29/2018",08:53:00,"8DCV",1.2,7,NA
"Botanical Garden","5/25/2018",09:32:00,"5/29/2018",09:11:00,"6DCM",1.7,10,"edges ripped"
"Botanical Garden","5/25/2018",08:42:00,"5/29/2018",09:59:00,"1DBM",3.9,20,NA
"Prairie Ridge","5/24/2018",10:30:00,"5/31/2018",09:03:00,"7DAL",1.5,6,NA
"Prairie Ridge","5/24/2018",10:15:00,"5/31/2018",09:15:00,"11DBF",1,4,NA
"Prairie Ridge","5/24/2018",10:22:00,"5/31/2018",09:15:00,"11DBB",5.6,22,NA
"Prairie Ridge","5/24/2018",10:10:00,"5/31/2018",09:26:00,"6DAD",6,8,NA
"Prairie Ridge","5/24/2018",10:30:00,"5/31/2018",09:01:00,"10DAX",5.2,24,NA
"Prairie Ridge","5/24/2018",09:34:00,"5/31/2018",09:55:00,"3CZP",3.1,17,"blown out of funnel"
"Prairie Ridge","5/24/2018",09:25:00,"5/31/2018",10:07:00,"2CZI",1.3,10,NA
"Prairie Ridge","5/24/2018",09:45:00,"5/31/2018",09:38:00,"4CZS",2,8,NA
"Prairie Ridge","5/24/2018",09:15:00,"5/31/2018",10:24:00,"9DAV",9.8,24,"edges folded over the funnel"
"Prairie Ridge","5/24/2018",09:20:00,"5/31/2018",10:12:00,"1CZE",5.1,13,NA
"Prairie Ridge","5/24/2018",10:02:00,"5/31/2018",09:33:00,"12DBK",8.6,14,NA
"Prairie Ridge","5/24/2018",09:52:00,"5/31/2018",09:40:00,"5DAA",6,18,NA
"Botanical Garden","5/29/2018",09:01:00,"06/01/2018",10:19:00,"7DCT",1.5,3,NA
"Botanical Garden","5/29/2018",09:04:00,"06/01/2018",10:15:00,"7DCQ",7.3,46,"trap tilted"
"Botanical Garden","5/29/2018",08:56:00,"06/01/2018",10:26:00,"8DCV",0.7,7,NA
"Botanical Garden","5/29/2018",09:15:00,"06/01/2018",10:07:00,"6DCN",5.1,4,NA
"Botanical Garden","5/29/2018",08:54:00,"06/01/2018",10:24:00,"8DCW",5.3,24,NA
"Botanical Garden","5/29/2018",09:34:00,"06/01/2018",09:43:00,"4DCD",1.8,5,NA
"Botanical Garden","5/29/2018",09:21:00,"06/01/2018",09:50:00,"5DCF",4.2,33,NA
"Botanical Garden","5/29/2018",09:34:00,"06/01/2018",09:39:00,"4DCE",1.4,6,NA
"Botanical Garden","5/29/2018",09:40:00,"06/01/2018",09:26:00,"3DBY",1,6,NA
"Botanical Garden","5/29/2018",09:48:00,"06/01/2018",09:15:00,"2DBS",2.5,10,NA
"Botanical Garden","5/29/2018",09:41:00,"06/01/2018",09:28:00,"3DBV",NA,NA,"All of the frass exploded into a powder, nothing was salvageable"
"Botanical Garden","5/29/2018",09:15:00,"06/01/2018",10:03:00,"6DCM",5.5,18,NA
"Botanical Garden","5/29/2018",10:00:00,"06/01/2018",08:58:00,"1DBM",9.8,83,NA
"Botanical Garden","5/29/2018",09:25:00,"06/01/2018",09:52:00,"5DCI",3.5,6,NA
"Botanical Garden","5/29/2018",09:48:00,"06/01/2018",09:16:00,"2DBR",2.6,10,NA
"Botanical Garden","5/29/2018",10:00:00,"06/01/2018",09:04:00,"1DBP",8.6,24,NA
"Prairie Ridge","05/31/18",10:27:00,"06/04/2018",09:01:00,"9DAV",3,5,NA
"Prairie Ridge","05/31/18",09:34:00,"06/04/2018",09:37:00,"12DBK",11.3,12,NA
"Prairie Ridge","05/31/18",10:09:00,"06/04/2018",09:14:00,"2CZI",2.9,14,NA
"Prairie Ridge","05/31/18",10:32:00,"06/04/2018",08:55:00,"10DAX",11.9,31,"edges folded over"
"Prairie Ridge","05/31/18",10:15:00,"06/04/2018",09:06:00,"1CZE",30.9,121,NA
"Prairie Ridge","05/31/18",09:50:00,"06/04/2018",09:28:00,"4CZS",6,7,NA
"Prairie Ridge","05/31/18",09:15:00,"06/04/2018",09:55:00,"11DBF",44.2,42,NA
"Prairie Ridge","05/31/18",09:05:00,"06/04/2018",10:02:00,"7DAL",9.2,21,NA
"Prairie Ridge","05/31/18",09:28:00,"06/04/2018",09:50:00,"6DAD",15.7,47,NA
"Prairie Ridge","05/31/18",09:16:00,"06/04/2018",10:00:00,"11DBB",5.2,10,"Paper folded over"
"Prairie Ridge","05/31/18",10:52:00,"06/04/2018",NA,"3CZP",0.3,7,"out of funnel"
"Botanical Garden","06/01/2018",10:21:00,"06/05/2018",08:47:00,"7DCT",1.2,7,NA
"Botanical Garden","06/01/2018",10:15:00,"06/05/2018",08:47:00,"7DCQ",3.1,9,NA
"Botanical Garden","06/01/2018",10:26:00,"06/05/2018",08:38:00,"8DCV",16.1,28,NA
"Botanical Garden","06/01/2018",NA,"06/05/2018",NA,"6DCN",NA,NA,"out of funnel"
"Botanical Garden","06/01/2018",10:25:00,"06/05/2018",08:34:00,"8DCW",7.2,8,NA
"Botanical Garden","06/01/2018",09:15:00,"06/05/2018",09:45:00,"4DCD",9.2,37,NA
"Botanical Garden","06/01/2018",09:53:00,"06/05/2018",09:05:00,"5DCF",2.7,11,NA
"Botanical Garden","06/01/2018",09:40:00,"06/05/2018",09:16:00,"4DCE",2.6,11,NA
"Botanical Garden","06/01/2018",09:27:00,"06/05/2018",09:26:00,"3DBY",3.1,17,NA
"Botanical Garden","06/01/2018",09:15:00,"06/05/2018",09:34:00,"2DBS",2.3,16,NA
"Botanical Garden","06/01/2018",NA,"06/05/2018",NA,"3DBV",NA,NA,"out of funnel"
"Botanical Garden","06/01/2018",10:04:00,"06/05/2018",08:58:00,"6DCM",8.6,30,NA
"Botanical Garden","06/01/2018",09:01:00,"06/05/2018",09:44:00,"1DBM",3.4,32,NA
"Botanical Garden","06/01/2018",09:53:00,"06/05/2018",09:03:00,"5DCI",1.7,7,NA
"Botanical Garden","06/01/2018",09:16:00,"06/05/2018",09:35:00,"2DBR",2.1,7,NA
"Botanical Garden","06/01/2018",09:05:00,"06/05/2018",09:45:00,"1DBP",9.4,33,NA
"Prairie Ridge","6/4/2018",10:04:00,"6/7/2018",09:11:00,"7DAL",11.1,13,NA
"Prairie Ridge","6/4/2018",09:57:00,"6/7/2018",09:18:00,"11DBF",22.4,25,NA
"Prairie Ridge","6/4/2018",10:01:00,"6/7/2018",09:18:00,"11DBB",4,44,NA
"Prairie Ridge","6/4/2018",09:52:00,"6/7/2018",09:27:00,"6DAD",10.3,61,NA
"Prairie Ridge","6/4/2018",10:57:00,"6/7/2018",10:27:00,"10DAX",6.5,18,NA
"Prairie Ridge","6/4/2018",09:22:00,"6/7/2018",09:52:00,"3CZP",22.4,51,NA
"Prairie Ridge","6/4/2018",09:16:00,"6/7/2018",10:12:00,"2CZI",8,19,NA
"Prairie Ridge","6/4/2018",09:30:00,"6/7/2018",09:49:00,"4CZS",0.8,13,NA
"Prairie Ridge","6/4/2018",09:03:00,"6/7/2018",10:20:00,"9DAV",1.7,40,NA
"Prairie Ridge","6/4/2018",09:08:00,"6/7/2018",10:16:00,"1CZE",2.2,11,NA
"Prairie Ridge","6/4/2018",09:39:00,"6/7/2018",09:32:00,"12DBK",1.1,3,NA
"Prairie Ridge","6/4/2018",09:41:00,"6/7/2018",09:35:00,"5DAA",7.7,17,NA
"Botanical Garden","06/05/2018",08:50:00,"06/08/2018",09:51:00,"7DCT",2.3,6,NA
"Botanical Garden","06/05/2018",08:49:00,"06/08/2018",09:50:00,"7DCQ",3.4,9,NA
"Botanical Garden","06/05/2018",08:40:00,"06/08/2018",10:01:00,"8DCV",8.2,10,NA
"Botanical Garden","06/05/2018",08:55:00,"06/08/2018",09:42:00,"6DCN",6,29,NA
"Botanical Garden","06/05/2018",08:40:00,"06/08/2018",10:00:00,"8DCW",6.4,7,NA
"Botanical Garden","06/05/2018",09:17:00,"06/08/2018",09:20:00,"4DCD",6.8,22,NA
"Botanical Garden","06/05/2018",09:04:00,"06/08/2018",09:32:00,"5DCF",2.6,13,NA
"Botanical Garden","06/05/2018",09:17:00,"06/08/2018",09:26:00,"4DCE",1.3,28,NA
"Botanical Garden","06/05/2018",09:27:00,"06/08/2018",09:12:00,"3DBY",0.8,14,NA
"Botanical Garden","06/05/2018",09:37:00,"06/08/2018",08:58:00,"2DBS",2.9,18,NA
"Botanical Garden","06/05/2018",09:28:00,"06/08/2018",09:14:00,"3DBV",1,16,NA
"Botanical Garden","06/05/2018",09:00:00,"06/08/2018",09:45:00,"6DCM",3.6,23,NA
"Botanical Garden","06/05/2018",09:46:00,"06/08/2018",08:53:00,"1DBM",4.7,25,NA
"Botanical Garden","06/05/2018",09:05:00,"06/08/2018",09:33:00,"5DCI",1.7,21,NA
"Botanical Garden","06/05/2018",09:35:00,"06/08/2018",09:00:00,"2DBR",1.6,12,NA
"Botanical Garden","06/05/2018",09:47:00,"06/08/2018",08:50:00,"1DBP",3.6,24,NA
"Prairie Ridge","6/7/2018",09:13:00,"6/11/2018",10:09:00,"7DAL",10.5,14,NA
"Prairie Ridge","6/7/2018",09:20:00,"6/11/2018",10:05:00,"11DBF",43.6,44,NA
"Prairie Ridge","6/7/2018",09:18:00,"6/11/2018",10:00:00,"11DBB",8,23,NA
"Prairie Ridge","6/7/2018",09:28:00,"6/11/2018",09:51:00,"6DAD",15.7,25,NA
"Prairie Ridge","6/7/2018",10:28:00,"6/11/2018",08:56:00,"10DAX",0.1,1,"edge folded over"
"Prairie Ridge","6/7/2018",09:52:00,"6/11/2018",09:25:00,"3CZP",19.9,36,NA
"Prairie Ridge","6/7/2018",10:13:00,"6/11/2018",09:16:00,"2CZI",4.6,22,NA
"Prairie Ridge","6/7/2018",09:49:00,"6/11/2018",09:34:00,"4CZS",21.9,3,NA
"Prairie Ridge","6/7/2018",10:20:00,"6/11/2018",09:03:00,"9DAV",13.3,15,"edge folded over"
"Prairie Ridge","6/7/2018",10:17:00,"6/11/2018",09:11:00,"1CZE",4.1,22,NA
"Prairie Ridge","6/7/2018",09:33:00,"6/11/2018",09:48:00,"12DBH",2.4,12,NA
"Prairie Ridge","6/7/2018",09:42:00,"6/11/2018",09:40:00,"5DAA",13.6,24,NA
"Botanical Garden","06/08/2018",09:51:00,"06/12/2018",09:03:00,"7DCT",1.8,8,NA
"Botanical Garden","06/08/2018",09:52:00,"06/12/2018",09:06:00,"7DCQ",2.5,10,NA
"Botanical Garden","06/08/2018",10:03:00,"06/12/2018",08:57:00,"8DCV",6.5,13,NA
"Botanical Garden","06/08/2018",09:45:00,"06/12/2018",09:19:00,"6DCN",7.1,8,NA
