"ID","SiteFK","Circle","Orientation","Code","Species"
"3553","105","5","E","EFQ","N/A"
"3552","105","5","D","EFP","N/A"
"3551","105","5","C","EFO","N/A"
"3550","105","5","B","EFN","N/A"
"3549","105","5","A","EFM","N/A"
"3548","105","4","E","EFL","N/A"
"3547","105","4","D","EFK","N/A"
"3546","105","4","C","EFJ","N/A"
"3545","105","4","B","EFI","N/A"
"3544","105","4","A","EFH","N/A"
"3543","105","3","E","EFG","N/A"
"3542","105","3","D","EFF","N/A"
"3541","105","3","C","EFE","N/A"
"3540","105","3","B","EFD","N/A"
"3539","105","3","A","EFC","N/A"
"3538","105","2","E","EFB","N/A"
"3537","105","2","D","EFA","N/A"
"3536","105","2","C","EEZ","N/A"
"3535","105","2","B","EEY","N/A"
"3534","105","2","A","EEX","N/A"
"3533","105","1","E","EEW","N/A"
"3532","105","1","D","EEV","N/A"
"3531","105","1","C","EEU","N/A"
"3530","105","1","B","EET","N/A"
"3529","105","1","A","EES","N/A"
"3528","104","3","E","EER","Japanese maple"
"3527","104","3","D","EEQ","Honey suckle"
"3526","104","3","C","EEP","Hydrangeas"
"3525","104","3","B","EEO","Rhododendron"
"3524","104","3","A","EEN","Weeping cherry"
"3523","104","2","E","EEM","Buckthorn"
"3522","104","2","D","EEL","Serviceberry spp."
"3521","104","2","C","EEK","Hackberry spp."
"3520","104","2","B","EEJ","White mulberry"
"3519","104","2","A","EEI","Buckthorn"
"3518","104","1","E","EEH","White mulberry"
"3517","104","1","D","EEG","Lilac"
"3516","104","1","C","EEF","Hackberry spp."
"3515","104","1","B","EEE","White mulberry"
"3514","104","1","A","EED","White mulberry"
"3513","103","3","E","EEC","N/A"
"3512","103","3","D","EEB","N/A"
"3511","103","3","C","EEA","N/A"
"3510","103","3","B","EDZ","N/A"
"3509","103","3","A","EDY","N/A"
"3508","103","2","E","EDX","N/A"
"3507","103","2","D","EDW","N/A"
"3506","103","2","C","EDV","N/A"
"3505","103","2","B","EDU","N/A"
"3504","103","2","A","EDT","N/A"
"3503","103","1","E","EDS","N/A"
"3502","103","1","D","EDR","N/A"
"3501","103","1","C","EDQ","N/A"
"3500","103","1","B","EDP","N/A"
"3499","103","1","A","EDO","N/A"
"3498","97","5","D","DWC","Black cherry"
"3494","97","4","A","DVU","Black cherry"
"3493","102","5","E","EDI","N/A"
"3492","102","5","D","EDH","N/A"
"3491","102","5","C","EDG","N/A"
"3490","102","5","B","EDF","N/A"
"3489","102","5","A","EDE","N/A"
"3488","102","4","E","EDD","N/A"
"3487","102","4","D","EDC","N/A"
"3486","102","4","C","EDB","N/A"
"3485","102","4","B","EDA","N/A"
"3484","102","4","A","ECZ","N/A"
"3483","102","3","E","ECY","N/A"
"3482","102","3","D","ECX","N/A"
"3481","102","3","C","ECW","N/A"
"3480","102","3","B","ECV","N/A"
"3479","102","3","A","ECU","N/A"
"3478","102","2","E","ECT","N/A"
"3477","102","2","D","ECS","N/A"
"3476","102","2","C","ECR","N/A"
"3475","102","2","B","ECQ","N/A"
"3474","102","2","A","ECP","N/A"
"3473","102","1","E","ECO","N/A"
"3472","102","1","D","ECN","N/A"
"3471","102","1","C","ECM","N/A"
"3470","102","1","B","ECL","N/A"
"3469","102","1","A","ECK","N/A"
"3436","63","4","D","CCS","Vaccineum stamineum"
"3434","63","4","A","CCP","Hickory spp."
"3432","63","1","D","CCD","White oak"
"3431","63","1","C","CCC","N/A"
"3429","63","1","A","CCA","Cherry and plum spp."
"3368","99","1","A","DYN","Live oak"
"3317","96","3","A","DWO","Norway maple"
"3318","96","3","B","DWP","Viburnum trilobum"
"3319","96","3","C","DWQ","Viburnum trilobum"
"3281","96","2","E","DVE","Viburnum nudum"
"3280","96","2","D","DVD","Cornus stolonifera"
"3279","96","2","C","DVC","Viburnum nudum"
"3278","96","2","B","DVB","American hornbeam"
"3277","96","2","A","DVA","American hornbeam"
"3276","96","1","E","DUZ","Vibirnum dentatum"
"3275","96","1","D","DUY","Vaccinium spp"
"3274","96","1","C","DUX","Viburnum nudum"
"3273","96","1","B","DUW","Rhus glabra"
"3272","96","1","A","DUV","Hamamelis virginiana"
"3271","95","7","E","DUU","Striped maple"
"3270","95","7","D","DUT","Viburnum cassinoide"
"3269","95","7","C","DUS","Rhododendron"
"3268","95","7","B","DUR","Hamamelis virginiana"
"3267","95","7","A","DUQ","Scarlet oak"
"3228","95","1","D","DTD","Aesculus parviflora"
"3245","2","-1","B","-CXQ","N/A"
"3244","95","4","E","DTT","Rhododendron sp"
"3242","95","4","C","DTR","Flowering dogwood"
"3241","95","4","B","DTQ","Halesia tetraptera"
"3238","95","3","D","DTN","Ginkgo"
"3237","95","3","C","DTM","Malus sargentii"
"3236","95","3","B","DTL","Malus sargentii"
"3235","95","3","A","DTK","Malus sargentii"
"3231","95","2","B","DTG","Aesculus hippocastanum"
"2764","77","12","B","DBH","Sweetgum"
"3174","2","-1","C","-CXR","Bigleaf maple"
"3132","91","2","E","DPL","N/A"
"3131","91","2","D","DPK","N/A"
"3130","91","2","C","DPJ","N/A"
"3129","91","2","B","DPI","N/A"
"3128","91","2","A","DPH","N/A"
"3127","91","1","E","DPG","N/A"
"3126","91","1","D","DPF","N/A"
"3125","91","1","C","DPE","N/A"
"3124","91","1","B","DPD","N/A"
"3123","91","1","A","DPC","N/A"
"3122","90","2","E","DPB","Sourwood"
"3121","90","2","D","DPA","White oak"
"3120","90","2","C","DOZ","Maple spp."
"3119","90","2","B","DOY","Sweetgum"
"3118","90","2","A","DOX","American beech"
"3117","90","1","E","DOW","Elm spp."
"3116","90","1","D","DOV","American beech"
"3115","90","1","C","DOU","Red maple"
"3114","90","1","B","DOT","Oak spp."
"3113","90","1","A","DOS","Hickory spp."
"3112","61","10","E","DOR","N/A"
"3111","61","10","D","DOQ","N/A"
"3110","61","10","C","DOP","N/A"
"3109","61","10","B","DOO","N/A"
"3108","61","10","A","DON","N/A"
"3107","61","9","E","DOM","N/A"
"3106","61","9","D","DOL","N/A"
"3105","61","9","C","DOK","N/A"
"3104","61","9","B","DOJ","N/A"
"3103","61","9","A","DOI","N/A"
"3102","61","8","E","DOH","N/A"
"3101","61","8","D","DOG","N/A"
"3100","61","8","C","DOF","N/A"
"3099","61","8","B","DOE","N/A"
"3098","61","8","A","DOD","N/A"
"3097","61","7","E","DOC","N/A"
"3096","61","7","D","DOB","N/A"
"3095","61","7","C","DOA","N/A"
"3094","61","7","B","DNZ","N/A"
"3093","61","7","A","DNY","N/A"
"3087","89","2","E","DNS","Autumn olive"
"3086","89","2","D","DNR","Sugar maple"
"3085","89","2","C","DNQ","Blackhaw"
"3084","89","2","B","DNP","American beech"
"3083","89","2","A","DNO","Sugar maple"
"3082","89","1","E","DNN","Yellow buckeye"
"3081","89","1","D","DNM","American elm"
"3080","89","1","C","DNL","Spicebush"
"3079","89","1","B","DNK","American beech"
"3078","89","1","A","DNJ","Yellow buckeye"
"3077","88","2","E","DNI","White-cedar spp."
"3076","88","2","D","DNH","Winged elm"
"3075","88","2","C","DNG","Yellow-poplar"
"3074","88","2","B","DNF","Sugar maple"
"3073","88","2","A","DNE","Magnolia spp."
"3072","88","1","E","DND","Winged elm"
"3071","88","1","D","DNC","Lonicera japonica"
"3070","88","1","C","DNB","Lonicera japonica"
"3069","88","1","B","DNA","Lonicera japonica"
"3068","88","1","A","DMZ","Winged elm"
"3067","87","3","E","DMY","N/A"
"3066","87","3","D","DMX","N/A"
"3065","87","3","C","DMW","N/A"
"3064","87","3","B","DMV","N/A"
"3063","87","3","A","DMU","N/A"
"3062","87","2","E","DMT","N/A"
"3061","87","2","D","DMS","N/A"
"3060","87","2","C","DMR","N/A"
"3059","87","2","B","DMQ","N/A"
"3058","87","2","A","DMP","N/A"
"3057","87","1","E","DMO","N/A"
"3056","87","1","D","DMN","N/A"
"3055","87","1","C","DMM","N/A"
"3054","87","1","B","DML","N/A"
"3053","87","1","A","DMK","N/A"
"3052","86","4","E","DMJ","Red maple"
"3051","86","4","D","DMI","Black cherry"
"3050","86","4","C","DMH","Black cherry"
"3049","86","4","B","DMG","Black cherry"
"3048","86","4","A","DMF","Black cherry"
"3047","86","3","E","DME","Black cherry"
"3046","86","3","D","DMD","Black cherry"
"3045","86","3","C","DMC","Black cherry"
"3044","86","3","B","DMB","Black cherry"
"3043","86","3","A","DMA","Black cherry"
"3042","86","2","E","DLZ","Eastern redbud"
"3041","86","2","D","DLY","Pear"
"3040","86","2","C","DLX","Crepe myrtle"
"3039","86","2","B","DLW","Northern red oak"
"3038","86","2","A","DLV","Northern red oak"
"3037","86","1","E","DLU","American beech"
"3036","86","1","D","DLT","Northern red oak"
"3035","86","1","C","DLS","Black cherry"
"3034","86","1","B","DLR","Ironwood"
"3033","86","1","A","DLQ","Red maple"
"3032","85","3","E","DLP","N/A"
"3031","85","3","D","DLO","N/A"
"3030","85","3","C","DLN","N/A"
"3029","85","3","B","DLM","N/A"
"3028","85","3","A","DLL","N/A"
"3027","85","2","E","DLK","N/A"
"3026","85","2","D","DLJ","N/A"
"3025","85","2","C","DLI","N/A"
"3024","85","2","B","DLH","N/A"
"3023","85","2","A","DLG","N/A"
"3022","85","1","E","DLF","N/A"
"3021","85","1","D","DLE","N/A"
"3020","85","1","C","DLD","N/A"
"3019","85","1","B","DLC","N/A"
"3018","85","1","A","DLB","N/A"
"3017","61","5","E","DLA","N/A"
"3016","61","5","D","DKZ","N/A"
"3015","61","5","C","DKY","N/A"
"3014","61","5","B","DKX","N/A"
"3013","61","5","A","DKW","N/A"
"2937","55","20","E","DHY","Red maple"
"2936","55","20","D","DHX","Red maple"
"2935","55","20","C","DHW","Florida maple"
"2934","55","20","B","DHV","Sourwood"
"2933","55","20","A","DHU","Red maple"
"2932","55","19","E","DHT","American beech"
"2931","55","19","D","DHS","American beech"
"2930","55","19","C","DHR","American beech"
"2929","55","19","B","DHQ","American beech"
"2928","55","19","A","DHP","American hornbeam"
"2927","55","18","E","DHO","N/A"
"2926","55","18","D","DHN","Umbrella magnolia"
"2925","55","18","C","DHM","American beech"
"2924","55","18","B","DHL","Red maple"
"2923","55","18","A","DHK","Viburnum rufidulum"
"2922","55","17","E","DHJ","American beech"
"2918","55","17","A","DHF","Willow oak"
"2915","55","16","C","DHC","Swamp chestnut oak"
"2914","55","16","B","DHB","Pignut hickory"
"2912","55","15","E","DGZ","Blueberry vaccinium sp."
"2911","55","15","D","DGY","American hornbeam"
"2910","55","15","C","DGX","American hornbeam"
"2882","55","9","E","DFV","Common serviceberry"
"2881","55","9","D","DFU","Sweetgum"
"2880","55","9","C","DFT","Maple leaf viburnum"
"2879","55","9","B","DFS","Red maple"
"2878","55","9","A","DFR","Red maple"
"2877","55","8","E","DFQ","Chestnut oak"
"2876","55","8","D","DFP","American holly"
"2875","55","8","C","DFO","American beech"
"2874","55","8","B","DFN","Sourwood"
"2873","55","8","A","DFM","Red maple"
"2763","77","12","A","DBG","Sweetgum"
"2762","77","11","E","DBF","Common persimmon"
"2761","77","11","D","DBE","Common persimmon"
"2760","77","11","C","DBD","American sycamore"
"2759","77","11","B","DBC","Red maple"
"1481","40","1","A","BDY","Sweetgum"
"1482","40","1","B","BDZ","Sweetgum"
"1483","40","1","C","BEA","Sweetgum"
"1484","40","1","D","BEB","Sweetgum"
"1485","40","1","E","BEC","N/A"
"1486","40","2","A","BED","Sweetgum"
"1487","40","2","B","BEE","Maple spp."
"1488","40","2","C","BEF","Sweetgum"
"1489","40","2","D","BEG","Sweetgum"
"1490","40","2","E","BEH","Sweetgum"
"1491","40","3","A","BEI","Sweetgum"
"1492","40","3","B","BEJ","N/A"
"1493","40","3","C","BEK","Sweetgum"
"1494","40","3","D","BEL","Sweetgum"
"1495","40","3","E","BEM","Sweetgum"
"1496","40","4","A","BEN","N/A"
"1497","40","4","B","BEO","Sweetgum"
"1498","40","4","C","BEP","Sweetgum"
"1499","40","4","D","BEQ","Sweetgum"
"1500","40","4","E","BER","Sweetgum"
"1501","40","5","A","BES","Sweetgum"
"1502","40","5","B","BET","N/A"
"1503","40","5","C","BEU","Sweetgum"
"1504","40","5","D","BEV","Sweetgum"
"1505","40","5","E","BEW","Sweetgum"
"1506","40","6","A","BEX","N/A"
"1507","40","6","B","BEY","N/A"
"1508","40","6","C","BEZ","N/A"
"1509","40","6","D","BFA","N/A"
"1510","40","6","E","BFB","N/A"
"1560","44","4","E","BGZ","N/A"
"1559","44","4","D","BGY","N/A"
"1558","44","4","C","BGX","N/A"
"1557","44","4","B","BGW","N/A"
"1556","44","4","A","BGV","N/A"
"1555","44","3","E","BGU","N/A"
"1554","44","3","D","BGT","N/A"
"1553","44","3","C","BGS","N/A"
"1552","44","3","B","BGR","N/A"
"1551","44","3","A","BGQ","N/A"
"1550","44","2","E","BGP","N/A"
"1549","44","2","D","BGO","N/A"
"1548","44","2","C","BGN","N/A"
"1547","44","2","B","BGM","N/A"
"1546","44","2","A","BGL","N/A"
"1545","44","1","E","BGK","N/A"
"1544","44","1","D","BGJ","N/A"
"1543","44","1","C","BGI","N/A"
"1542","44","1","B","BGH","N/A"
"1541","44","1","A","BGG","N/A"
"1561","44","5","A","BHA","N/A"
"1562","44","5","B","BHB","N/A"
"1563","44","5","C","BHC","N/A"
"1564","44","5","D","BHD","N/A"
"1565","44","5","E","BHE","N/A"
"1566","44","6","A","BHF","N/A"
"1567","44","6","B","BHG","N/A"
"1568","44","6","C","BHH","N/A"
"1569","44","6","D","BHI","N/A"
"1570","44","6","E","BHJ","N/A"
"1571","45","1","A","BHK","N/A"
"1572","45","1","B","BHL","N/A"
"1573","45","1","C","BHM","N/A"
"1574","45","1","D","BHN","N/A"
"1575","45","1","E","BHO","N/A"
"1576","45","2","A","BHP","N/A"
"1577","45","2","B","BHQ","N/A"
"1578","45","2","C","BHR","N/A"
"1579","45","2","D","BHS","N/A"
"1580","45","2","E","BHT","N/A"
"1581","46","1","A","BHU","N/A"
"1582","46","1","B","BHV","N/A"
"1583","46","1","C","BHW","N/A"
"1584","46","1","D","BHX","N/A"
"1585","46","1","E","BHY","N/A"
"1586","46","2","A","BHZ","N/A"
"1587","46","2","B","BIA","N/A"
"1588","46","2","C","BIB","N/A"
"1589","46","2","D","BIC","N/A"
"1590","46","2","E","BID","N/A"
"1591","46","3","A","BIE","N/A"
"1592","46","3","B","BIF","N/A"
"1593","46","3","C","BIG","N/A"
"1594","46","3","D","BIH","N/A"
"1595","46","3","E","BII","N/A"
"1596","46","4","A","BIJ","N/A"
"1597","46","4","B","BIK","N/A"
"1598","46","4","C","BIL","N/A"
"1599","46","4","D","BIM","N/A"
"1600","46","4","E","BIN","N/A"
"2784","78","4","B","DCB","Red maple"
"2783","78","4","A","DCA","American beech"
"2780","78","3","C","DBX","Blackgum"
"2707","2","-3","E","CYD","Sugar maple"
"2704","2","-3","B","CYA","Black cherry"
"2701","2","-2","D","-CXX","Honeylocust"
"2698","2","-2","A","-CXU","Sweetgum"
"2694","2","-1","B","DTU","N/A"
"1852","55","1","A","BSF","White oak"
"3636","101","1","A","EBG","White ash"
"3609","67","4","E","CKG","Live oak"
"3608","106","10","E","EHT","Yellow birch"
"3607","106","10","D","EHS","Beaked hazel"
"3606","106","10","C","EHR","Beaked hazel"
"3605","106","10","B","EHQ","Serviceberry spp."
"3604","106","10","A","EHP","Beaked hazel"
"3603","106","9","E","EHO","Speckled alder"
"3602","106","9","D","EHN","Red maple"
"3601","106","9","C","EHM","Speckled alder"
"3600","106","9","B","EHL","Speckled alder"
"3599","106","9","A","EHK","White elm"
"3598","106","8","E","EHJ","White elm"
"3597","106","8","D","EHI","Chokecherry"
"3596","106","8","C","EHH","White elm"
"3595","106","8","B","EHG","Speckled alder"
"3594","106","8","A","EHF","Chokecherry"
"3593","106","7","E","EHE","Sugar maple"
"3592","106","7","D","EHD","Red elderberry"
"3591","106","7","C","EHC","Choke cherry"
"3590","106","7","B","EHB","Red elderberry"
"3589","106","7","A","EHA","Chokecherry"
"3588","106","6","E","EGZ","Alternate leaf dogwood"
"3587","106","6","D","EGY","Speckled alder"
"3586","106","6","C","EGX","Chokecherry"
"3585","106","6","B","EGW","Alternate leaf dogwood"
"3584","106","6","A","EGV","Alternate leaf dogwood"
"3583","106","5","E","EGU","Eastern white pine"
"3582","106","5","D","EGT","White spruce"
"3581","106","5","C","EGS","Tamarack (native)"
"3580","106","5","B","EGR","Alternate leaf dogwood"
"3579","106","5","A","EGQ","White birch"
"3578","106","4","E","EGP","White birch"
"3577","106","4","D","EGO","White birch"
"3576","106","4","C","EGN","White birch"
"3575","106","4","B","EGM","White birch"
"3574","106","4","A","EGL","White birch"
"3573","106","3","E","EGK","White spruce"
"3572","106","3","D","EGJ","Chokecherry"
"3571","106","3","C","EGI","Chokecherry"
"3570","106","3","B","EGH","Mountain holly"
"3569","106","3","A","EGG","Red elderberry"
"3568","106","2","E","EGF","Sugar maple"
"3567","106","2","D","EGE","Sugar maple"
"3566","106","2","C","EGD","Sugar maple"
"3565","106","2","B","EGC","Sugar maple"
"3564","106","2","A","EGB","Sugar maple"
"3563","106","1","E","EGA","Beaked hazel"
"3562","106","1","D","EFZ","Black ash"
"3561","106","1","C","EFY","Green ash"
"3560","106","1","B","EFX","Beaked hazel"
"3559","106","1","A","EFW","Beaked hazel"
"3497","97","5","C","DWB","American chestnut"
"3496","97","4","E","DVY","American chestnut"
"3495","97","4","C","DVW","American chestnut"
"3468","101","6","E","ECJ","Sour cherry"
"3467","101","6","D","ECI","Eastern redbud"
"3466","101","6","C","ECH","Cherry and plum spp."
"3465","101","6","B","ECG","Sugar maple"
"3464","101","6","A","ECF","Sugar maple"
"3463","101","5","E","ECE","American elm"
"3462","101","5","D","ECD","Hickory spp."
"3461","101","5","C","ECC","American basswood"
"3460","101","5","B","ECB","American elm"
"3459","101","5","A","ECA","Sugar maple"
"3458","101","4","E","EBZ","Sugar maple"
"3457","101","4","D","EBY","Sugar maple"
"3456","101","4","C","EBX","Norway maple"
"3455","101","4","B","EBW","Norway maple"
"3454","101","4","A","EBV","Norway maple"
"3453","101","3","E","EBU","Cherry and plum spp."
"3452","101","3","D","EBT","American elm"
"3451","101","3","C","EBS","Cherry and plum spp."
"3450","101","3","B","EBR","Norway maple"
"3449","101","3","A","EBQ","Norway maple"
"3448","101","2","E","EBP","Rhus glabra"
"3447","101","2","D","EBO","Rhus glabra"
"3446","101","2","C","EBN","Rhus glabra"
"3445","101","2","B","EBM","Rhus glabra"
"3444","101","2","A","EBL","Black walnut"
"3443","101","1","E","EBK","Rhamnus cathartica"
"3442","101","1","D","EBJ","Rhamnus cathartica"
"3441","101","1","C","EBI","Rhamnus cathartica"
"3440","101","1","B","EBH","Cherry and plum spp."
"3439","101","-1","A","EIV","White ash"
"3438","63","5","A","CCU","Sourwood"
"3437","63","4","E","CCT","Simplocos tinctoria"
"3435","63","4","B","CCQ","Yellow-poplar"
"3433","63","1","E","CCE","Walnut spp."
"3430","63","1","B","CCB","White oak"
"3428","63","6","B","CDA","Carolina hemlock"
"3427","100","10","E","EAU","N/A"
"3426","100","10","D","EAT","N/A"
"3425","100","10","C","EAS","N/A"
"3424","100","10","B","EAR","N/A"
"3423","100","10","A","EAQ","N/A"
"3422","100","9","E","EAP","N/A"
"3421","100","9","D","EAO","N/A"
"3420","100","9","C","EAN","N/A"
"3419","100","9","B","EAM","N/A"
"3418","100","9","A","EAL","N/A"
"3417","100","8","E","EAK","N/A"
"3416","100","8","D","EAJ","N/A"
"3415","100","8","C","EAI","N/A"
"3414","100","8","B","EAH","N/A"
"3413","100","8","A","EAG","N/A"
"3412","100","7","E","EAF","N/A"
"3411","100","7","D","EAE","N/A"
"3410","100","7","C","EAD","N/A"
"3409","100","7","B","EAC","N/A"
"3408","100","7","A","EAB","N/A"
"3407","100","6","E","EAA","N/A"
"3406","100","6","D","DZZ","N/A"
"3405","100","6","C","DZY","N/A"
"3404","100","6","B","DZX","N/A"
"3403","100","6","A","DZW","N/A"
"3402","100","5","E","DZV","N/A"
"3401","100","5","D","DZU","N/A"
"3400","100","5","C","DZT","N/A"
"3399","100","5","B","DZS","N/A"
"3398","100","5","A","DZR","N/A"
"3397","100","4","E","DZQ","N/A"
"3396","100","4","D","DZP","N/A"
"3395","100","4","C","DZO","N/A"
"3394","100","4","B","DZN","N/A"
"3393","100","4","A","DZM","N/A"
"3392","100","3","E","DZL","N/A"
"3391","100","3","D","DZK","N/A"
"3390","100","3","C","DZJ","N/A"
"3389","100","3","B","DZI","N/A"
"3388","100","3","A","DZH","N/A"
"3387","100","2","E","DZG","N/A"
"3386","100","2","D","DZF","N/A"
"3385","100","2","C","DZE","N/A"
"3384","100","2","B","DZD","N/A"
"3383","100","2","A","DZC","N/A"
"3382","100","1","E","DZB","N/A"
"3381","100","1","D","DZA","N/A"
"3380","100","1","C","DYZ","N/A"
"3379","100","1","B","DYY","N/A"
"3378","100","1","A","DYX","N/A"
"3377","99","2","E","DYW","Live oak"
"3376","99","2","D","DYV","Live oak"
"3375","99","2","C","DYU","Vaccinium caesariense"
"3374","99","2","B","DYT","Myrica cerifera"
"3373","99","2","A","DYS","Live oak"
"3372","99","1","E","DYR","Vaccinium caesariense"
"3371","99","1","D","DYQ","Live oak"
"3370","99","1","C","DYP","Live oak"
"3369","99","1","B","DYO","Myrica cerifera"
"3367","96","3","D","DWR","Ilex verticillata"
"3366","96","6","E","DYL","Apple spp."
"3365","96","6","D","DYK","Apple spp."
"3364","96","6","C","DYJ","Basswood spp."
"3363","96","6","B","DYI","Basswood spp."
"3362","96","6","A","DYH","White ash"
"3361","96","5","E","DYG","Norway maple"
"3360","96","5","D","DYF","Norway maple"
"3359","96","5","C","DYE","Norway maple"
"3358","96","5","B","DYD","White ash"
"3357","96","5","A","DYC","American beech"
"3356","96","4","E","DYB","Apple spp."
"3355","96","4","D","DYA","Viburnum lentago"
"3354","96","4","C","DXZ","Common serviceberry"
"3353","96","4","B","DXY","Hamamelis virginiana"
"3352","96","4","A","DXX","Dogwood spp."
"3351","98","6","E","DXW","N/A"
"3350","98","6","D","DXV","N/A"
"3349","98","6","C","DXU","N/A"
"3348","98","6","B","DXT","N/A"
"3347","98","6","A","DXS","N/A"
"3346","98","5","E","DXR","N/A"
"3345","98","5","D","DXQ","N/A"
"3344","98","5","C","DXP","N/A"
"3343","98","5","B","DXO","N/A"
"3342","98","5","A","DXN","N/A"
"3341","98","4","E","DXM","N/A"
"3340","98","4","D","DXL","N/A"
"3339","98","4","C","DXK","N/A"
"3338","98","4","B","DXJ","N/A"
"3337","98","4","A","DXI","N/A"
"3336","98","3","E","DXH","N/A"
"3335","98","3","D","DXG","N/A"
"3334","98","3","C","DXF","N/A"
"3333","98","3","B","DXE","N/A"
"3332","98","3","A","DXD","N/A"
"3331","98","2","E","DXC","N/A"
"3330","98","2","D","DXB","N/A"
"3329","98","2","C","DXA","N/A"
"3328","98","2","B","DWZ","N/A"
"3327","98","2","A","DWY","N/A"
"3326","98","1","E","DWX","N/A"
"3325","98","1","D","DWW","N/A"
"3324","98","1","C","DWV","N/A"
"3323","98","1","B","DWU","N/A"
"3322","98","1","A","DWT","N/A"
"3320","96","-3","D","DYM","Ilex verticillata"
"3321","96","3","E","DWS","Malus siberica"
"3311","97","6","E","DWI","Black cherry"
"3310","97","6","D","DWH","American chestnut"
"3309","97","6","C","DWG","Red maple"
"3308","97","6","B","DWF","Oak spp."
"3307","97","6","A","DWE","Oak spp."
"3306","97","5","E","DWD","Highbush blueberry"
"3305","97","-5","D","EDN","N/A"
"3304","97","-5","C","EDM","N/A"
"3303","97","5","B","DWA","Sassafras"
"3302","97","5","A","DVZ","N/A"
"3301","97","-4","E","EDL","N/A"
"3300","97","4","D","DVX","Highbush blueberry"
"3299","97","-4","C","EDK","N/A"
"3298","97","4","B","DVV","Oak spp."
"3297","97","-4","A","EDJ","N/A"
"3296","97","3","E","DVT","N/A"
"3295","97","3","D","DVS","Black cherry"
"3294","97","3","C","DVR","Red maple"
"3293","97","3","B","DVQ","Red maple"
"3292","97","3","A","DVP","Oak spp."
"3291","97","2","E","DVO","Oak spp."
"3290","97","2","D","DVN","Red maple"
"3289","97","2","C","DVM","Red maple"
"3288","97","2","B","DVL","Highbush blueberry"
"3287","97","2","A","DVK","Oak spp."
"3286","97","1","E","DVJ","Black cherry"
"3285","97","1","D","DVI","Red maple"
"3284","97","1","C","DVH","Black cherry"
"3283","97","1","B","DVG","Black cherry"
"3282","97","1","A","DVF","Black cherry"
"3266","95","6","E","DUP","Rhododendron sp"
"3265","95","6","D","DUO","Cornus mas"
"3264","95","6","C","DUN","Red maple"
"3263","95","6","B","DUM","Kalopanax septemlobus"
"3262","95","6","A","DUL","Acer x freemanii"
"3261","95","5","E","DUK","Ulmus sp."
"3260","95","5","D","DUJ","Honeysuckle"
"3259","95","5","C","DUI","Hydrangea quercifolia"
"3258","95","5","B","DUH","Aesculus parviflora"
"3257","95","5","A","DUG","Common persimmon"
"3256","54","6","E","DUF","Sugar maple"
"3255","54","6","D","DUE","Sugar maple"
"3254","54","6","C","DUD","Sugar maple"
"3253","54","6","B","DUC","Green ash"
"3252","54","6","A","DUB","Sugar maple"
